Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3325,0,130.0,1075.2325143757084,38.718199997674674,15454.356000002008,6249.994285714286,27.978328818452017,0.0,130,1100,1200,1200,3200,4200,6300,7300,12000,15000,15000
,Aggregated,3325,0,130.0,1075.2325143757084,38.718199997674674,15454.356000002008,6249.994285714286,27.978328818452017,0.0,130,1100,1200,1200,3200,4200,6300,7300,12000,15000,15000
