Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8367,0,25,92.98796588972596,11.610999994445592,7290.760500007309,27134.184534480697,46.854119024012945,0.0,25,31,35,40,73,120,1100,3200,6300,7300,7300
,Aggregated,8367,0,25,92.98796588972596,11.610999994445592,7290.760500007309,27134.184534480697,46.854119024012945,0.0,25,31,35,40,73,120,1100,3200,6300,7300,7300
