Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1273,0,140.0,913.9059007858307,40.87739999522455,10388.350200024433,6509.023566378633,21.843694001705806,0.0,140,1100,1200,1200,3200,4200,6200,6300,10000,10000,10000
,Aggregated,1273,0,140.0,913.9059007858307,40.87739999522455,10388.350200024433,6509.023566378633,21.843694001705806,0.0,140,1100,1200,1200,3200,4200,6200,6300,10000,10000,10000
