Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1746668840,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1746668841,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1746668842,4,,Aggregated,0.000000,0.000000,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,4,0,230.0,740.9978499927092,199.68259998131543,1284.4951000006404,12052.0
1746668843,8,,Aggregated,0.000000,0.000000,250,250,1300,1300,1300,1300,1300,1300,1300,1300,1300,6,0,230.0,552.3812999987664,103.97940000984818,1284.4951000006404,10984.333333333334
1746668844,10,,Aggregated,0.000000,0.000000,230,230,250,1300,1300,1300,1300,1300,1300,1300,1300,9,0,230.0,429.54341110695776,103.97940000984818,1284.4951000006404,8137.222222222223
1746668845,12,,Aggregated,2.000000,0.000000,230,250,1100,1200,1300,1300,1300,1300,1300,1300,1300,14,0,230.0,474.3692714255303,99.54929997911677,1284.4951000006404,7018.714285714285
1746668846,14,,Aggregated,2.250000,0.000000,210,230,1100,1200,1300,1300,3300,3300,3300,3300,3300,21,0,210.0,553.3572619024199,90.48780001467094,3256.8902999919374,6103.571428571428
1746668847,16,,Aggregated,2.400000,0.000000,200,230,1100,1200,1300,1300,3300,3300,3300,3300,3300,27,0,200.0,502.4190444425956,64.38349999370985,3256.8902999919374,6239.148148148148
1746668848,18,,Aggregated,3.333333,0.000000,180,230,250,1100,1300,1300,3300,3300,3300,3300,3300,34,0,160.0,424.9179470583947,41.869400010909885,3256.8902999919374,5457.588235294118
1746668849,20,,Aggregated,3.571429,0.000000,180,230,250,1200,1300,3100,6200,6200,6200,6200,6200,41,0,180.0,621.9110268277468,41.869400010909885,6236.8465999898035,5567.878048780488
1746668850,22,,Aggregated,4.000000,0.000000,160,230,250,1100,1300,3100,3300,6200,6200,6200,6200,51,0,160.0,557.9060411757524,41.21130000567064,6236.8465999898035,5206.3725490196075
1746668851,24,,Aggregated,4.333333,0.000000,110,220,250,1100,1300,3100,3300,6200,6200,6200,6200,63,0,110.0,533.0650142855048,41.21130000567064,6236.8465999898035,4883.380952380952
1746668852,26,,Aggregated,4.900000,0.000000,110,230,250,1100,1300,3200,3300,6200,6200,6200,6200,73,0,110.0,590.927113697558,41.21130000567064,6236.8465999898035,5075.602739726028
1746668853,28,,Aggregated,5.900000,0.000000,100,210,230,1100,1300,3200,3300,6200,6200,6200,6200,84,0,100.0,528.6481464274749,41.21130000567064,6236.8465999898035,4730.857142857143
1746668854,30,,Aggregated,6.600000,0.000000,100,210,230,1100,1300,3200,3300,6200,6200,6200,6200,98,0,100.0,569.9613010198975,41.03130000294186,6236.8465999898035,4534.755102040816
1746668855,32,,Aggregated,7.400000,0.000000,110,210,250,1100,1300,3200,3300,3300,6200,6200,6200,114,0,110.0,571.6963605260836,41.03130000294186,6236.8465999898035,4690.7192982456145
1746668856,34,,Aggregated,8.400000,0.000000,100,180,230,1100,1300,3200,3300,3300,6200,6200,6200,133,0,100.0,503.5358736835529,41.03130000294186,6236.8465999898035,4658.609022556391
1746668857,36,,Aggregated,10.000000,0.000000,100,160,230,250,1300,3200,3300,3300,6200,6200,6200,146,0,100.0,476.76681438345327,41.03130000294186,6236.8465999898035,4812.342465753424
1746668858,38,,Aggregated,10.800000,0.000000,100,130,210,230,1200,3100,3300,3300,6200,6200,6200,162,0,100.0,438.8731975303489,41.03130000294186,6236.8465999898035,4736.506172839506
1746668859,40,,Aggregated,11.600000,0.000000,100,140,220,230,1300,3200,3300,3300,6200,6200,6200,179,0,100.0,471.14846424584005,41.03130000294186,6236.8465999898035,4804.988826815643
1746668860,42,,Aggregated,12.700000,0.000000,100,130,220,250,1300,3200,3300,3300,6200,6200,6200,195,0,100.0,466.9411789746776,41.03130000294186,6236.8465999898035,4808.292307692308
