Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3397,0,130.0,1010.2316483368197,38.27029999229126,13363.784999994095,6440.856932587577,28.601423142173047,0.0,130,1100,1200,1200,3200,4200,6300,7300,10000,13000,13000
,Aggregated,3397,0,130.0,1010.2316483368197,38.27029999229126,13363.784999994095,6440.856932587577,28.601423142173047,0.0,130,1100,1200,1200,3200,4200,6300,7300,10000,13000,13000
