Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1746671472,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1746671473,2,,Aggregated,0.000000,0.000000,270,270,270,270,270,270,270,270,270,270,270,2,0,260.0,261.6590000106953,257.17560001066886,266.14240001072176,2443.0
1746671474,4,,Aggregated,0.000000,0.000000,260,260,270,270,270,270,270,270,270,270,270,4,0,200.0,212.43862499977695,124.34809998376295,266.14240001072176,2443.0
1746671475,6,,Aggregated,2.000000,0.000000,200,260,270,270,1200,1200,1200,1200,1200,1200,1200,8,0,200.0,320.08473750101984,55.78860000241548,1246.5595999965444,2443.0
1746671476,8,,Aggregated,1.500000,0.000000,200,230,260,270,1200,1200,1200,1200,1200,1200,1200,13,0,200.0,334.63840769120276,55.78860000241548,1246.5595999965444,4414.076923076923
1746671477,10,,Aggregated,2.333333,0.000000,200,220,230,260,1200,1200,1200,1200,1200,1200,1200,18,0,200.0,282.7207000001282,55.78860000241548,1246.5595999965444,5290.111111111111
1746671478,12,,Aggregated,3.000000,0.000000,200,220,230,240,270,1200,1200,1200,1200,1200,1200,22,0,200.0,257.0362090918934,42.4883000086993,1246.5595999965444,5937.181818181818
1746671479,14,,Aggregated,3.200000,0.000000,150,210,230,240,270,1200,1200,1200,1200,1200,1200,25,0,150.0,242.49811200075783,42.4883000086993,1246.5595999965444,6542.84
1746671480,16,,Aggregated,3.166667,0.000000,200,220,230,240,1200,1200,1200,1200,1200,1200,1200,30,0,150.0,263.3633800015862,42.4883000086993,1246.5595999965444,6713.666666666667
1746671481,18,,Aggregated,3.285714,0.000000,200,230,270,1200,3100,3200,3300,3300,3300,3300,3300,43,0,200.0,625.5414976757345,41.1160999792628,3276.3393000059295,6614.3488372093025
1746671482,22,,Aggregated,3.625000,0.000000,200,230,270,1200,3100,3200,3300,3300,3300,3300,3300,50,0,200.0,638.5572040011175,41.1160999792628,3276.3393000059295,6286.6
1746671483,24,,Aggregated,4.000000,0.000000,180,230,260,1100,3100,3200,3200,3300,3300,3300,3300,59,0,180.0,576.7286372883048,41.1160999792628,3276.3393000059295,6351.745762711865
1746671484,26,,Aggregated,4.800000,0.000000,180,230,270,1100,1300,3200,3200,3300,3300,3300,3300,71,0,180.0,589.2157760566809,41.1160999792628,3276.3393000059295,6412.915492957746
1746671485,28,,Aggregated,5.300000,0.000000,150,230,260,1100,1300,3200,3300,6300,6300,6300,6300,83,0,150.0,607.9830939759478,41.1160999792628,6254.746999999043,6610.759036144578
1746671486,30,,Aggregated,6.500000,0.000000,130,230,270,1100,1300,3200,3300,6300,6300,6300,6300,91,0,130.0,622.5658483514793,41.1160999792628,6254.746999999043,6666.736263736264
1746671487,32,,Aggregated,6.900000,0.000000,130,230,270,1100,1300,3200,3200,3300,6300,6300,6300,102,0,130.0,599.183281372283,41.1160999792628,6254.746999999043,6462.450980392156
1746671488,34,,Aggregated,7.500000,0.000000,130,230,1100,1200,1300,3200,3300,6300,6300,6300,6300,111,0,130.0,660.8081243243719,41.1160999792628,6267.404300015187,6598.243243243243
1746671489,36,,Aggregated,8.300000,0.000000,130,230,1100,1200,3100,3200,6300,6300,6300,6300,6300,120,0,130.0,712.9897866662455,41.1160999792628,6267.404300015187,6393.366666666667
1746671490,38,,Aggregated,8.500000,0.000000,130,230,1100,1200,3200,3200,6300,6300,6300,6300,6300,135,0,130.0,753.6422103701625,41.1160999792628,6267.404300015187,6049.34074074074
1746671491,40,,Aggregated,9.400000,0.000000,130,230,1100,1200,3200,3300,4200,6300,6300,6300,6300,157,0,130.0,833.2642242034369,41.1160999792628,6267.404300015187,5707.203821656051
1746671492,42,,Aggregated,10.200000,0.000000,130,230,1100,1200,3200,3200,4200,6300,6300,6300,6300,178,0,130.0,774.4190550562624,41.1160999792628,6267.404300015187,5610.011235955056
1746671493,44,,Aggregated,11.100000,0.000000,130,210,1100,1100,3200,3200,4200,6300,6300,6300,6300,202,0,130.0,702.3405693068013,39.77529998519458,6267.404300015187,5297.158415841584
1746671494,46,,Aggregated,12.200000,0.000000,130,200,1100,1100,3200,3200,4200,6300,6300,6300,6300,221,0,130.0,674.8645131221268,39.77529998519458,6267.404300015187,5225.696832579186
1746671495,48,,Aggregated,13.200000,0.000000,120,200,1100,1100,3100,3200,4200,6300,7300,7300,7300,242,0,120.0,666.9957280993146,39.77529998519458,7284.559899999294,5195.99173553719
1746671496,50,,Aggregated,14.200000,0.000000,110,180,240,1100,3100,3200,4200,6300,7300,7300,7300,270,0,110.0,619.3298414817373,39.77529998519458,7284.559899999294,5100.303703703704
1746671497,52,,Aggregated,15.500000,0.000000,110,170,230,1100,3100,3200,4200,6300,7300,7300,7300,286,0,110.0,615.9748503497893,39.77529998519458,7284.559899999294,5220.426573426574
1746671498,54,,Aggregated,16.600000,0.000000,110,150,230,1100,1300,3200,4200,6300,7300,7300,7300,310,0,110.0,592.9279777417598,39.77529998519458,7284.559899999294,5253.374193548387
1746671499,56,,Aggregated,17.700000,0.000000,110,150,230,1100,1300,3200,4200,6300,7300,7300,7300,327,0,110.0,588.7897275230706,39.77529998519458,7284.559899999294,5263.9908256880735
1746671500,58,,Aggregated,19.200000,0.000000,110,150,240,1100,1300,3200,4200,6300,7300,7300,7300,354,0,110.0,602.3390703392445,39.77529998519458,7284.559899999294,5302.175141242938
1746671501,60,,Aggregated,19.700000,0.000000,110,170,270,1100,3100,3200,4200,6300,7300,7300,7300,375,0,110.0,634.9243605333226,39.77529998519458,7284.559899999294,5347.053333333333
1746671502,62,,Aggregated,20.600000,0.000000,110,170,1100,1100,3100,3200,4200,6300,7300,7300,7300,404,0,110.0,642.1179925742799,39.77529998519458,7284.559899999294,5297.158415841584
1746671503,64,,Aggregated,21.700000,0.000000,110,170,1100,1100,3100,3200,4200,6300,7300,7300,7300,428,0,110.0,645.0162079440518,39.77529998519458,7284.559899999294,5196.981308411215
