Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3710,0,110.0,783.5583580053434,35.62949999468401,10522.711400000844,5519.952021563342,31.24860445159861,0.0,110,130,1100,1200,3200,3200,4300,6300,9300,11000,11000
,Aggregated,3710,0,110.0,783.5583580053434,35.62949999468401,10522.711400000844,5519.952021563342,31.24860445159861,0.0,110,130,1100,1200,3200,3200,4300,6300,9300,11000,11000
